probe,ke,target,meanhA,meanErrhA,stdhA,stdErrhA,meannhN,meanErrhN,stdhN,stdErrhN,meanINCL,meanErrINCL,stdINCL,stdErrINCL,meanGeant4,meanErrGeant4,stdGeant4,stdErrGeant4
211,0.225,1000180400,1.66111,2.74288,2.74288,1.91939,1.79659,2.04859,2.04859,1.4353,0.996721,1.43807,1.43807,1.00711,1.15918,1.40627,1.40627,0.985132
211,0.725,1000180400,2.51762,3.52954,3.52952,2.47651,0.95098,2.56109,2.56109,1.79165,0.701427,1.81841,1.81841,1.2762,0.564857,1.58068,1.58068,1.10717
211,1.225,1000180400,3.80255,3.51653,3.51645,2.46399,0.856108,2.63678,2.63678,1.84693,0.542453,2.11747,2.11747,1.48104,0.296984,1.69803,1.69803,1.18959
211,0.975,1000080160,4.48753,14.2179,3.78093,6.98023,2.11191,1.60108,1.55483,1.19221,2.45203,0.963838,0.963339,0.677399,2.20277,1.16961,1.16651,0.830417
211,0.725,1000080160,4.22492,14.5851,4.05976,7.60683,2.04608,1.58759,1.54166,1.17455,2.37553,0.961034,0.960681,0.67488,2.10485,1.14148,1.13974,0.806307
211,1.475,1000080160,5.85228,20.8267,3.66153,12.5933,2.01165,1.74852,1.67877,1.31928,2.2297,0.779964,0.779976,0.545034,1.97591,1.29476,1.28253,0.922993
211,1.975,1000180400,5.64827,3.61082,3.60979,2.5346,0.521739,2.72395,2.72394,1.90791,0.597345,1.99052,1.99052,1.39384,0.0272727,1.72697,1.72697,1.20984
211,0.475,1000080160,3.45178,11.3948,4.00228,7.09528,2.26409,1.6583,1.58649,1.25349,2.31042,0.982991,0.982595,0.690697,2.22483,1.12294,1.12095,0.793482
211,1.725,1000180400,4.91219,3.70788,3.70714,2.6001,0.462121,2.62968,2.62968,1.83787,0.712963,2.0467,2.0467,1.43148,0.050885,1.66813,1.66813,1.16861
211,0.225,1000080160,2.06542,3.92578,2.81655,3.14075,2.29231,1.38028,1.35651,1.00938,2.24844,0.986554,0.986224,0.69287,2.24846,1.12459,1.1224,0.795515
211,1.225,1000080160,5.47112,19.2372,3.80737,13.4344,2.10308,1.55097,1.50871,1.14846,2.42566,0.925639,0.925408,0.6496,2.02038,1.17057,1.16868,0.82583
211,0.975,1000180400,3.21061,3.65997,3.65988,2.56465,0.951657,2.647,2.647,1.85455,0.623549,1.93674,1.93674,1.3559,0.407496,1.62941,1.62941,1.14158
211,1.725,1000080160,6.48366,24.5767,3.55332,11.4949,1.97216,1.39605,1.37491,1.00797,2.55002,0.783873,0.78376,0.548564,1.84589,1.38659,1.37833,0.994899
211,0.725,1000260560,2.11714,3.58496,3.58495,2.51137,0.979368,2.94116,2.94116,2.05884,1.37413,1.8189,1.8189,1.27412,1.76947,1.74776,1.74776,1.22681
211,0.475,1000260560,1.68961,3.60134,3.60133,2.51589,1.23156,2.69294,2.69294,1.88534,1.62069,1.64395,1.64395,1.15362,1.95662,1.58066,1.58066,1.10735
211,1.975,1000080160,6.2393,22.4955,3.18435,10.4038,2.43317,1.59375,1.52158,1.20598,2.1001,0.986834,0.98665,0.692265,1.72517,1.24733,1.24543,0.881272
211,0.225,1000260560,1.64017,2.8896,2.8896,2.02345,1.88234,2.13612,2.13612,1.49661,1.77444,1.45122,1.45122,1.01704,2.01226,1.48595,1.48595,1.04245
211,1.475,1000180400,4.34567,3.67916,3.67881,2.57922,0.636364,2.69748,2.69748,1.88971,0.538356,2.08798,2.08798,1.46264,0.218153,1.6745,1.6745,1.17298
211,1.725,1000260560,4.12158,3.88127,3.88056,2.7209,0.719942,3.54925,3.54925,2.48604,1.1119,2.20015,2.20015,1.53834,1.08053,1.92804,1.92804,1.35406
211,1.975,1000260560,4.41021,3.92318,3.92205,2.7526,0.972868,3.07231,3.07231,2.14827,0.805164,2.80472,2.80472,1.96031,1.09468,1.86551,1.86551,1.30683
211,1.225,1000260560,3.14572,3.75714,3.757,2.63219,0.677584,3.15361,3.15361,2.20872,1.16089,2.06009,2.06009,1.44252,1.45577,1.83251,1.83251,1.28317
211,0.975,1000260560,2.65377,3.77538,3.7753,2.64682,0.879917,3.20857,3.20857,2.24775,1.31547,2.01512,2.01512,1.41174,1.54081,1.76852,1.76852,1.23888
211,1.425,1000260560,3.65368,3.83945,3.83909,2.69122,0.681053,3.12017,3.12017,2.18488,1.25483,2.26705,2.26705,1.58744,1.31325,1.89328,1.89328,1.32954
211,0.525,1000180400,2.03181,3.36804,3.36804,2.36603,1.04762,2.51475,2.51475,1.76162,0.842411,1.62598,1.62598,1.13883,0.919962,1.50704,1.50704,1.05603
211,0.275,1000180400,1.63505,3.16958,3.16958,2.21948,1.67933,2.12546,2.12546,1.48914,1.01201,1.4603,1.4603,1.02295,1.1267,1.46272,1.46272,1.02626
211,1.025,1000080160,4.31314,11.837,3.47523,6.08057,2.13297,1.625,1.56604,1.21536,2.40302,0.963064,0.962657,0.676252,2.10633,1.28762,1.28067,0.921125
211,1.275,1000180400,3.85406,3.60936,3.60922,2.5288,0.638211,2.70301,2.70301,1.89932,0.460674,1.97608,1.97608,1.38373,0.288666,1.63951,1.63951,1.14839
211,0.775,1000080160,4.14344,12.1252,3.71696,6.49406,2.11435,1.58821,1.54375,1.1828,2.38762,0.931431,0.931212,0.653743,2.20713,1.07813,1.07703,0.759267
211,0.775,1000180400,2.73561,3.52009,3.52007,2.46619,0.979283,2.59152,2.59152,1.81511,0.618914,1.79709,1.79709,1.25874,0.462377,1.60564,1.60564,1.12513
211,1.525,1000080160,6.71631,29.9142,4.0553,12.6038,1.93376,1.59342,1.55627,1.17698,2.3199,0.922378,0.922241,0.646905,1.78232,1.24937,1.24712,0.881863
211,0.525,1000080160,3.39693,10.7012,3.89825,6.73981,2.22487,1.61246,1.55035,1.21111,2.32451,0.975542,0.975173,0.684261,2.1267,1.15876,1.15652,0.819519
211,2.025,1000180400,5.66633,3.68019,3.67878,2.58508,0.747368,2.88492,2.88492,2.0211,0.719048,1.9122,1.9122,1.33958,0.0625,1.67329,1.67329,1.17548
211,0.275,1000080160,2.25722,5.93144,3.4139,4.74834,2.29117,1.46805,1.43181,1.08629,2.26183,1.00424,1.00377,0.705881,2.27335,1.11997,1.11735,0.791721
211,1.775,1000180400,5.12289,3.72597,3.72498,2.61539,0.625523,2.64879,2.64879,1.85402,0.540698,2.16291,2.16291,1.51538,0.0961538,1.74866,1.74866,1.22515
211,1.275,1000080160,5.43593,18.0159,3.68674,13.1346,2.06138,1.90271,1.79258,1.45798,2.47434,0.921837,0.921572,0.646376,1.91276,1.29665,1.29178,0.924179
211,1.775,1000080160,8.2841,45.2784,4.28427,10.985,1.81765,1.80351,1.7425,1.36019,2.48156,0.911305,0.91108,0.63832,1.70578,1.27905,1.27657,0.904697
211,0.775,1000260560,2.3116,3.79658,3.79651,2.65684,1.08627,2.88045,2.88045,2.01751,1.35661,1.89548,1.89548,1.32791,1.73252,1.76427,1.76427,1.23598
211,1.025,1000180400,3.21649,3.72651,3.72639,2.60403,0.753776,2.6997,2.6997,1.88844,0.551109,1.90708,1.90708,1.33579,0.363184,1.62595,1.62595,1.1391
