probe,ke,target,consthA,constErrhA,slopehA,slopeErrhA,consthN,constErrhN,slopehN,slopeErrhN,constINCL,constErrINCL,slopeINCL,slopeErrINCL,constGeant4,constErrGeant4,slopeGeant4,slopeErrGeant4
2112,2.025,1000080160,0.218253,0.346885,0.203758,0.314131,0.305243,0.460811,0.299513,0.366041,0.230216,0.369254,0.230934,0.335708,0.299584,0.455452,0.298016,0.367548
2112,0.075,1000180400,0.239006,0.339354,0.239068,0.240902,0.448364,0.640828,0.445978,0.449492,1.46447,2.33074,1.35806,1.46405,2.03383,3.53973,1.78702,2.0329
2112,0.125,1000180400,0.184227,0.263231,0.184104,0.189202,0.370463,0.528125,0.368518,0.370514,0.827108,1.21744,0.806153,0.82775,1.02145,1.53521,0.98157,1.02102
2112,0.175,1000180400,0.159424,0.229739,0.158835,0.16731,0.343828,0.489754,0.342085,0.343722,0.586226,0.845696,0.579023,0.586893,0.754027,1.10238,0.738214,0.75472
2112,0.225,1000180400,0.151954,0.219626,0.151358,0.161163,0.328976,0.468119,0.327749,0.32923,0.465293,0.666308,0.461634,0.465567,0.641951,0.930692,0.631285,0.641586
2112,0.275,1000180400,0.149704,0.216696,0.148979,0.15925,0.31077,0.441776,0.310001,0.311346,0.403356,0.575936,0.400767,0.403324,0.564093,0.813093,0.55695,0.563962
2112,0.325,1000180400,0.142794,0.207214,0.142235,0.153899,0.290632,0.413031,0.289918,0.291199,0.355726,0.506984,0.353755,0.355542,0.492176,0.705617,0.488185,0.492841
2112,0.375,1000180400,0.139905,0.203652,0.138979,0.151398,0.283098,0.400492,0.282162,0.282596,0.319233,0.454212,0.317976,0.319376,0.446483,0.638786,0.443159,0.446627
2112,0.425,1000180400,0.139224,0.202745,0.138286,0.150867,0.268571,0.38141,0.268247,0.269605,0.288245,0.40966,0.287499,0.288781,0.384309,0.548992,0.381055,0.383277
2112,0.475,1000180400,0.138386,0.201628,0.137435,0.150217,0.256202,0.363719,0.256136,0.257633,0.257502,0.366023,0.256799,0.258292,0.337377,0.480393,0.335802,0.337367
2112,0.525,1000180400,0.13713,0.199979,0.136131,0.149227,0.244805,0.348001,0.244238,0.245963,0.230172,0.326862,0.230365,0.232476,0.298325,0.424256,0.297234,0.298527
2112,0.575,1000180400,0.131126,0.191934,0.130078,0.144706,0.231492,0.329169,0.231071,0.233163,0.213576,0.304186,0.213064,0.215948,0.279298,0.396529,0.279113,0.280404
2112,0.625,1000180400,0.134182,0.196032,0.133159,0.146992,0.21724,0.309246,0.216791,0.219479,0.198036,0.282514,0.197636,0.20153,0.251872,0.357896,0.2514,0.252976
2112,0.675,1000180400,0.13513,0.197277,0.134141,0.147724,0.203683,0.289846,0.203922,0.20735,0.184401,0.263501,0.184254,0.189344,0.232946,0.33109,0.232682,0.234716
2112,0.725,1000180400,0.131566,0.192523,0.130524,0.145034,0.198931,0.283813,0.198456,0.202289,0.173377,0.248314,0.173318,0.179663,0.215789,0.307034,0.215577,0.218318
2112,0.775,1000180400,0.134192,0.196045,0.133169,0.146999,0.190073,0.271541,0.189637,0.194209,0.167768,0.241001,0.16729,0.17446,0.20644,0.294213,0.205976,0.209277
2112,0.825,1000180400,0.131842,0.192893,0.130803,0.145241,0.18533,0.264883,0.185052,0.190063,0.158029,0.22786,0.157432,0.166149,0.193051,0.275608,0.192662,0.196958
2112,0.875,1000180400,0.128774,0.188898,0.127589,0.142899,0.175326,0.251082,0.175142,0.181261,0.152747,0.220432,0.15246,0.162048,0.181647,0.259357,0.181944,0.187264
2112,0.925,1000180400,0.127284,0.186906,0.126083,0.14181,0.170516,0.244786,0.169994,0.176789,0.145982,0.21171,0.145212,0.156251,0.172054,0.24687,0.171545,0.178128
2112,0.975,1000180400,0.124585,0.183365,0.123283,0.139819,0.165987,0.238564,0.16552,0.172946,0.142768,0.207206,0.142182,0.15386,0.168078,0.241424,0.167593,0.174717
2112,1.025,1000180400,0.126962,0.186476,0.125754,0.141574,0.164527,0.236638,0.163986,0.171644,0.137249,0.200075,0.136319,0.149365,0.159988,0.23039,0.159531,0.167886
2112,1.075,1000180400,0.12757,0.187287,0.126373,0.142019,0.155958,0.224836,0.155612,0.164633,0.134773,0.196785,0.133795,0.147463,0.156795,0.225969,0.156447,0.16532
2112,1.125,1000180400,0.120071,0.177435,0.118603,0.136563,0.158724,0.228799,0.158131,0.166729,0.130701,0.191482,0.129528,0.144312,0.15296,0.220722,0.152667,0.162214
2112,1.175,1000180400,0.124707,0.183524,0.123411,0.139909,0.159193,0.229433,0.158603,0.167121,0.128823,0.188964,0.127639,0.142935,0.14812,0.214566,0.14738,0.157968
2112,1.225,1000180400,0.116695,0.173012,0.115082,0.134174,0.155785,0.2246,0.155439,0.164491,0.127084,0.186638,0.125879,0.141663,0.146527,0.212433,0.145767,0.156686
2112,1.275,1000180400,0.114693,0.170516,0.112952,0.132799,0.153695,0.221738,0.153383,0.162801,0.121839,0.179713,0.120482,0.137855,0.147451,0.21367,0.146703,0.15743
2112,1.325,1000180400,0.11617,0.172425,0.114439,0.133756,0.151421,0.218722,0.151032,0.160888,0.121784,0.179643,0.120424,0.137814,0.140713,0.204724,0.139803,0.15203
2112,1.375,1000180400,0.112331,0.167279,0.110536,0.131171,0.153614,0.221662,0.153353,0.162805,0.119481,0.176667,0.117983,0.136139,0.143572,0.208503,0.142748,0.154314
2112,1.425,1000180400,0.113959,0.169533,0.112124,0.132224,0.152938,0.220695,0.152646,0.162199,0.119683,0.17693,0.118195,0.136283,0.135214,0.197392,0.134219,0.147781
2112,1.475,1000180400,0.111917,0.166781,0.11006,0.130868,0.153077,0.220887,0.152781,0.162309,0.117257,0.173778,0.115641,0.134553,0.136566,0.199228,0.135556,0.148791
2112,1.525,1000180400,0.108334,0.162206,0.106187,0.128409,0.158586,0.228612,0.157992,0.166613,0.118835,0.175824,0.117306,0.135677,0.133674,0.195348,0.132648,0.146608
2112,1.575,1000180400,0.106755,0.159997,0.104659,0.127436,0.156637,0.225759,0.156289,0.165192,0.116148,0.172313,0.114492,0.133781,0.126819,0.186284,0.125609,0.141468
2112,1.625,1000180400,0.10192,0.153911,0.099312,0.124211,0.14928,0.216127,0.148551,0.158907,0.118921,0.175936,0.117396,0.135738,0.128405,0.188396,0.127223,0.142632
2112,1.675,1000180400,0.104084,0.156733,0.101618,0.125597,0.154399,0.222706,0.154072,0.163366,0.118068,0.174826,0.1165,0.135131,0.125956,0.185156,0.12471,0.140828
2112,1.725,1000180400,0.0988502,0.149984,0.0960246,0.122315,0.157577,0.227248,0.156978,0.165772,0.118962,0.17599,0.117439,0.135768,0.127252,0.186861,0.126049,0.141785
2112,1.775,1000180400,0.100674,0.152316,0.0979536,0.123411,0.152882,0.220618,0.152592,0.162155,0.115206,0.171152,0.113439,0.133089,0.124604,0.183387,0.123303,0.139831
2112,1.825,1000180400,0.0940353,0.14365,0.0908092,0.119333,0.160377,0.230926,0.15992,0.168214,0.119131,0.17621,0.117616,0.135888,0.124455,0.183193,0.123147,0.139721
